Boylam;Enlem;PGA_2%;PGA_10%;PGA_50%;PGA_68%;SS_2%;SS_10%;SS_50%;SS_68%;S1_2%;S1_10%;S1_50%;S1_68%;PGV_2%;PGV_10%;PGV_50%;PGV_68%
40.35;41.95;0.243;0.116;0.037;0.024;0.569;0.264;0.083;0.055;0.161;0.079;0.028;0.019;13.805;6.765;2.389;1.645
40.45;36.05;0.281;0.131;0.038;0.022;0.643;0.292;0.083;0.052;0.129;0.056;0.016;0.011;12.407;5.414;1.655;1.084
40.45;36.15;0.284;0.134;0.039;0.023;0.651;0.297;0.085;0.053;0.13;0.057;0.017;0.011;12.547;5.485;1.703;1.122
40.45;36.25;0.284;0.134;0.039;0.023;0.651;0.297;0.086;0.054;0.13;0.057;0.018;0.011;12.53;5.495;1.735;1.151
40.45;36.35;0.28;0.132;0.038;0.023;0.642;0.293;0.084;0.053;0.129;0.057;0.018;0.012;12.346;5.443;1.749;1.171
40.45;36.45;0.272;0.127;0.037;0.022;0.623;0.283;0.081;0.051;0.126;0.057;0.018;0.012;11.973;5.323;1.744;1.179
40.45;36.55;0.255;0.119;0.034;0.021;0.584;0.263;0.076;0.048;0.121;0.056;0.019;0.013;11.287;5.105;1.723;1.18
40.45;36.65;0.229;0.108;0.032;0.02;0.521;0.236;0.071;0.045;0.116;0.056;0.02;0.014;10.385;4.86;1.733;1.209
40.45;36.75;0.206;0.097;0.03;0.019;0.463;0.212;0.065;0.043;0.114;0.057;0.021;0.015;9.793;4.772;1.813;1.296
40.45;36.85;0.188;0.088;0.028;0.019;0.422;0.193;0.062;0.042;0.116;0.06;0.023;0.016;9.623;4.852;1.932;1.397
40.45;36.95;0.176;0.083;0.029;0.02;0.395;0.181;0.063;0.044;0.125;0.068;0.028;0.02;10.107;5.38;2.205;1.597
40.45;37.05;0.168;0.08;0.03;0.021;0.375;0.174;0.064;0.045;0.131;0.073;0.03;0.021;10.447;5.656;2.364;1.725
40.45;37.15;0.164;0.079;0.031;0.022;0.366;0.172;0.066;0.048;0.138;0.078;0.032;0.023;10.894;5.997;2.56;1.886
40.45;37.25;0.164;0.08;0.032;0.023;0.365;0.175;0.07;0.051;0.146;0.082;0.035;0.025;11.419;6.368;2.752;2.001
40.45;37.35;0.166;0.083;0.034;0.025;0.372;0.182;0.075;0.055;0.153;0.087;0.037;0.027;11.977;6.761;2.912;2.112
40.45;37.45;0.172;0.087;0.037;0.027;0.386;0.192;0.08;0.058;0.161;0.093;0.04;0.028;12.601;7.202;3.095;2.245
40.45;37.55;0.18;0.093;0.04;0.029;0.405;0.206;0.086;0.063;0.17;0.099;0.042;0.03;13.317;7.655;3.312;2.41
40.45;37.65;0.19;0.101;0.043;0.032;0.431;0.223;0.095;0.07;0.181;0.107;0.046;0.032;14.219;8.215;3.632;2.656
40.45;37.75;0.205;0.11;0.048;0.035;0.467;0.245;0.106;0.077;0.193;0.114;0.05;0.035;15.147;8.806;3.915;2.831
40.45;37.85;0.225;0.122;0.054;0.039;0.514;0.274;0.116;0.085;0.206;0.121;0.054;0.038;16.193;9.459;4.174;3.019
40.45;37.95;0.251;0.138;0.06;0.043;0.579;0.311;0.132;0.098;0.22;0.13;0.057;0.041;17.513;10.286;4.507;3.272
40.45;38.05;0.289;0.16;0.069;0.05;0.669;0.361;0.154;0.112;0.239;0.141;0.061;0.044;19.298;11.203;4.982;3.65
40.45;38.15;0.343;0.191;0.082;0.06;0.809;0.436;0.185;0.137;0.266;0.155;0.067;0.048;21.836;12.532;5.576;4.052
40.45;38.25;0.443;0.243;0.104;0.076;1.062;0.566;0.234;0.173;0.304;0.174;0.076;0.054;25.92;14.69;6.415;4.711
40.45;38.35;0.541;0.301;0.127;0.093;1.32;0.706;0.294;0.216;0.355;0.2;0.084;0.06;31.243;17.387;7.548;5.481
40.45;38.45;0.682;0.369;0.151;0.109;1.697;0.879;0.346;0.252;0.449;0.239;0.095;0.066;41.199;21.793;8.579;6.043
40.45;38.55;0.861;0.46;0.178;0.125;2.172;1.117;0.416;0.294;0.566;0.293;0.109;0.072;52.706;27.77;10.189;6.748
40.45;38.65;1.076;0.601;0.22;0.146;2.709;1.467;0.514;0.335;0.714;0.372;0.126;0.079;66.725;36.409;12.28;7.582
40.45;38.75;1.146;0.653;0.261;0.165;2.882;1.593;0.611;0.39;0.792;0.416;0.147;0.087;79.487;44.214;14.81;8.692
40.45;38.85;1.117;0.644;0.262;0.173;2.821;1.591;0.619;0.411;0.792;0.416;0.15;0.092;72.528;40.528;15.059;9.298
40.45;38.95;1.117;0.636;0.259;0.176;2.811;1.569;0.614;0.417;0.801;0.416;0.151;0.096;73.202;40.429;15.081;9.625
40.45;39.05;1.117;0.623;0.248;0.172;2.791;1.528;0.593;0.411;0.799;0.409;0.149;0.096;73.236;39.787;14.715;9.613
40.45;39.15;1.08;0.595;0.239;0.168;2.683;1.449;0.573;0.404;0.771;0.395;0.147;0.096;70.602;37.933;14.317;9.521
40.45;39.25;0.995;0.564;0.237;0.168;2.487;1.371;0.569;0.402;0.721;0.382;0.148;0.097;65.583;35.891;14.353;9.573
40.45;39.35;1.001;0.594;0.251;0.171;2.543;1.468;0.596;0.406;0.745;0.41;0.155;0.098;66.282;38.308;15.182;9.681
40.45;39.45;1.191;0.695;0.293;0.178;3.004;1.704;0.68;0.415;0.877;0.471;0.172;0.1;99.695;57.022;17.278;9.822
40.45;39.55;1.093;0.643;0.255;0.165;2.776;1.585;0.597;0.389;0.794;0.433;0.154;0.094;71.063;41.363;15.237;9.289
40.45;39.65;0.792;0.455;0.195;0.134;1.971;1.111;0.45;0.311;0.588;0.319;0.125;0.083;52.446;29.245;11.787;7.936
40.45;39.75;0.589;0.338;0.148;0.106;1.467;0.819;0.34;0.241;0.457;0.258;0.107;0.074;40.081;22.789;9.627;6.668
40.45;39.85;0.563;0.295;0.12;0.087;1.368;0.699;0.281;0.203;0.416;0.23;0.095;0.066;37.301;20.378;8.267;5.831
40.45;39.95;0.429;0.238;0.105;0.077;1.047;0.565;0.237;0.173;0.34;0.198;0.085;0.06;29.165;16.738;7.428;5.361
40.45;40.05;0.403;0.222;0.096;0.071;0.975;0.523;0.22;0.159;0.305;0.178;0.079;0.056;25.938;15.074;6.724;4.924
40.45;40.15;0.511;0.258;0.096;0.067;1.216;0.602;0.22;0.153;0.302;0.172;0.076;0.054;27.525;15.147;6.442;4.613
40.45;40.25;0.497;0.255;0.09;0.06;1.197;0.601;0.21;0.14;0.285;0.163;0.071;0.05;26.029;14.452;6.068;4.273
40.45;40.35;0.482;0.247;0.084;0.055;1.163;0.584;0.197;0.125;0.269;0.155;0.067;0.047;24.712;13.682;5.745;4.011
40.45;40.45;0.472;0.241;0.08;0.051;1.14;0.57;0.186;0.116;0.257;0.149;0.063;0.044;23.806;13.088;5.498;3.83
40.45;40.55;0.463;0.235;0.077;0.048;1.119;0.558;0.177;0.109;0.248;0.143;0.06;0.042;23.091;12.598;5.296;3.645
40.45;40.65;0.455;0.23;0.074;0.045;1.098;0.544;0.171;0.104;0.24;0.137;0.058;0.041;22.486;12.176;5.033;3.455
40.45;40.75;0.447;0.226;0.071;0.044;1.079;0.532;0.165;0.1;0.234;0.132;0.056;0.039;21.994;11.828;4.804;3.293
40.45;40.85;0.441;0.222;0.069;0.042;1.063;0.523;0.161;0.096;0.23;0.128;0.054;0.038;21.658;11.551;4.604;3.145
40.45;40.95;0.438;0.22;0.067;0.04;1.054;0.517;0.156;0.091;0.227;0.125;0.051;0.035;21.53;11.356;4.417;3.002
40.45;41.05;0.435;0.218;0.064;0.038;1.045;0.509;0.149;0.086;0.228;0.123;0.048;0.033;21.641;11.225;4.222;2.857
40.45;41.15;0.42;0.207;0.059;0.036;1.006;0.482;0.136;0.081;0.232;0.121;0.046;0.031;21.725;10.981;3.981;2.702
40.45;41.25;0.38;0.186;0.053;0.033;0.929;0.436;0.121;0.075;0.245;0.119;0.042;0.029;22.113;10.682;3.659;2.463
40.45;41.35;0.57;0.22;0.048;0.03;1.397;0.516;0.11;0.068;0.343;0.135;0.04;0.027;33.487;12.789;3.342;2.243
40.45;41.45;0.801;0.283;0.045;0.028;1.945;0.645;0.102;0.063;0.481;0.157;0.036;0.024;47.719;16.185;3.049;2.052
40.45;41.55;0.63;0.233;0.042;0.027;1.544;0.542;0.095;0.06;0.404;0.134;0.032;0.021;40.298;13.447;2.769;1.874
40.45;41.65;0.377;0.168;0.04;0.026;0.912;0.39;0.091;0.058;0.251;0.106;0.031;0.021;23.211;9.866;2.664;1.792
40.45;41.75;0.29;0.139;0.039;0.025;0.691;0.317;0.088;0.057;0.199;0.092;0.03;0.02;17.47;8.171;2.573;1.743
40.45;41.85;0.259;0.125;0.038;0.025;0.61;0.286;0.086;0.056;0.176;0.085;0.029;0.02;15.19;7.397;2.503;1.71
40.45;41.95;0.252;0.121;0.039;0.025;0.59;0.275;0.086;0.057;0.166;0.081;0.028;0.02;14.296;7.006;2.476;1.705
40.55;36.05;0.287;0.135;0.039;0.023;0.659;0.3;0.085;0.053;0.131;0.057;0.017;0.011;12.668;5.504;1.685;1.103
40.55;36.15;0.292;0.138;0.04;0.024;0.671;0.307;0.089;0.055;0.134;0.058;0.018;0.011;12.911;5.627;1.757;1.159
40.55;36.25;0.293;0.139;0.04;0.025;0.674;0.309;0.09;0.056;0.134;0.059;0.018;0.012;12.967;5.672;1.805;1.2
40.55;36.35;0.29;0.138;0.04;0.024;0.668;0.305;0.089;0.056;0.133;0.059;0.019;0.012;12.832;5.637;1.821;1.219
40.55;36.45;0.284;0.134;0.039;0.024;0.65;0.297;0.086;0.054;0.131;0.059;0.019;0.013;12.496;5.53;1.818;1.228
40.55;36.55;0.269;0.126;0.037;0.023;0.617;0.281;0.081;0.052;0.126;0.058;0.019;0.013;11.878;5.343;1.797;1.228
40.55;36.65;0.247;0.116;0.034;0.021;0.566;0.255;0.076;0.048;0.121;0.058;0.02;0.014;11.057;5.118;1.808;1.259
40.55;36.75;0.218;0.103;0.031;0.02;0.493;0.225;0.07;0.045;0.117;0.059;0.022;0.015;10.181;4.924;1.873;1.344
40.55;36.85;0.197;0.093;0.03;0.02;0.442;0.204;0.065;0.044;0.117;0.061;0.023;0.016;9.825;4.928;1.958;1.416
40.55;36.95;0.182;0.086;0.03;0.021;0.409;0.188;0.064;0.045;0.125;0.068;0.028;0.02;10.16;5.373;2.199;1.595
40.55;37.05;0.173;0.082;0.03;0.021;0.386;0.179;0.065;0.046;0.131;0.073;0.03;0.021;10.453;5.646;2.363;1.728
40.55;37.15;0.168;0.081;0.031;0.022;0.374;0.176;0.067;0.048;0.138;0.077;0.032;0.023;10.878;5.977;2.557;1.89
40.55;37.25;0.167;0.081;0.032;0.023;0.373;0.178;0.07;0.052;0.145;0.082;0.034;0.025;11.363;6.321;2.741;1.999
40.55;37.35;0.169;0.084;0.034;0.025;0.379;0.184;0.075;0.055;0.153;0.087;0.037;0.027;11.934;6.723;2.905;2.112
40.55;37.45;0.175;0.088;0.037;0.027;0.392;0.194;0.08;0.058;0.16;0.092;0.04;0.028;12.555;7.161;3.087;2.245
40.55;37.55;0.182;0.094;0.04;0.029;0.411;0.207;0.086;0.063;0.169;0.099;0.042;0.03;13.264;7.626;3.31;2.416
40.55;37.65;0.193;0.101;0.043;0.032;0.436;0.224;0.095;0.07;0.18;0.106;0.046;0.033;14.149;8.179;3.623;2.658
40.55;37.75;0.207;0.11;0.048;0.035;0.47;0.245;0.105;0.077;0.192;0.113;0.05;0.035;15.055;8.751;3.902;2.828
40.55;37.85;0.225;0.122;0.053;0.039;0.516;0.273;0.116;0.085;0.205;0.12;0.053;0.038;16.071;9.387;4.155;3.011
40.55;37.95;0.251;0.138;0.059;0.043;0.578;0.309;0.131;0.096;0.219;0.129;0.057;0.04;17.345;10.188;4.478;3.255
40.55;38.05;0.287;0.158;0.068;0.05;0.664;0.358;0.153;0.111;0.237;0.14;0.061;0.043;19.041;11.082;4.931;3.615
40.55;38.15;0.339;0.188;0.081;0.059;0.798;0.43;0.182;0.134;0.262;0.153;0.067;0.048;21.48;12.349;5.52;4.013
40.55;38.25;0.437;0.24;0.102;0.075;1.046;0.557;0.23;0.168;0.299;0.171;0.075;0.054;25.399;14.454;6.321;4.636
40.55;38.35;0.538;0.299;0.124;0.091;1.312;0.7;0.289;0.212;0.349;0.198;0.083;0.059;30.797;17.149;7.455;5.416
40.55;38.45;0.686;0.369;0.148;0.107;1.707;0.877;0.339;0.245;0.443;0.236;0.094;0.065;40.988;21.6;8.425;5.949
40.55;38.55;0.864;0.453;0.17;0.12;2.165;1.093;0.4;0.285;0.55;0.286;0.106;0.071;51.655;27.004;9.756;6.572
40.55;38.65;0.906;0.512;0.203;0.138;2.313;1.25;0.468;0.318;0.609;0.325;0.119;0.077;56.878;31.087;11.342;7.365
40.55;38.75;1.101;0.629;0.251;0.162;2.776;1.555;0.592;0.38;0.792;0.415;0.142;0.086;76.524;42.274;14.242;8.486
40.55;38.85;1.135;0.652;0.281;0.179;2.871;1.594;0.654;0.422;0.794;0.416;0.155;0.094;80.951;45.624;15.79;9.484
40.55;38.95;1.177;0.678;0.278;0.181;2.974;1.662;0.651;0.428;0.836;0.438;0.158;0.097;79.683;44.719;15.927;9.842
40.55;39.05;1.102;0.63;0.259;0.177;2.777;1.555;0.614;0.422;0.793;0.416;0.153;0.098;72.274;40.131;15.235;9.897
40.55;39.15;1.083;0.606;0.249;0.174;2.702;1.486;0.595;0.416;0.778;0.405;0.152;0.099;70.866;38.878;14.901;9.888
40.55;39.25;1.051;0.598;0.252;0.177;2.633;1.471;0.602;0.42;0.769;0.408;0.155;0.101;69.498;38.617;15.177;10.066
40.55;39.35;1.142;0.678;0.285;0.186;2.917;1.678;0.663;0.437;0.84;0.461;0.167;0.103;75.41;43.71;16.656;10.348
40.55;39.45;1.156;0.681;0.293;0.182;2.935;1.671;0.684;0.426;0.853;0.461;0.172;0.101;92.817;52.841;17.242;10.004
40.55;39.55;0.955;0.57;0.237;0.16;2.428;1.394;0.566;0.378;0.711;0.391;0.148;0.092;63.35;36.356;14.446;9.057
40.55;39.65;0.751;0.428;0.183;0.128;1.856;1.037;0.429;0.3;0.553;0.302;0.121;0.081;49.178;27.41;11.277;7.698
40.55;39.75;0.533;0.312;0.142;0.103;1.321;0.756;0.325;0.233;0.425;0.244;0.105;0.073;36.532;21.339;9.239;6.47
40.55;39.85;0.479;0.267;0.117;0.085;1.172;0.635;0.272;0.199;0.377;0.218;0.093;0.065;32.593;18.713;8.09;5.758
40.55;39.95;0.413;0.231;0.104;0.077;1.004;0.548;0.234;0.172;0.331;0.194;0.084;0.06;28.185;16.331;7.375;5.341
40.55;40.05;0.401;0.22;0.096;0.071;0.968;0.518;0.219;0.159;0.303;0.177;0.079;0.056;25.765;14.974;6.7;4.919
40.55;40.15;0.506;0.255;0.096;0.067;1.203;0.596;0.22;0.154;0.3;0.171;0.076;0.054;27.305;15.04;6.439;4.628
40.55;40.25;0.516;0.265;0.093;0.062;1.238;0.621;0.215;0.143;0.287;0.164;0.072;0.051;26.639;14.672;6.133;4.311
40.55;40.35;0.505;0.26;0.087;0.056;1.217;0.614;0.206;0.128;0.273;0.157;0.068;0.047;25.478;14.045;5.837;4.055
40.55;40.45;0.494;0.254;0.083;0.053;1.192;0.6;0.195;0.119;0.262;0.151;0.064;0.045;24.591;13.457;5.59;3.87
40.55;40.55;0.484;0.247;0.079;0.049;1.167;0.585;0.186;0.112;0.252;0.145;0.061;0.043;23.839;12.946;5.381;3.707
40.55;40.65;0.472;0.24;0.076;0.047;1.139;0.57;0.178;0.107;0.244;0.139;0.059;0.041;23.13;12.477;5.151;3.513
40.55;40.75;0.46;0.233;0.074;0.045;1.111;0.554;0.171;0.103;0.237;0.134;0.056;0.039;22.491;12.066;4.899;3.344
40.55;40.85;0.45;0.228;0.071;0.043;1.086;0.538;0.165;0.098;0.232;0.129;0.054;0.038;21.987;11.717;4.678;3.192
40.55;40.95;0.441;0.223;0.069;0.041;1.064;0.525;0.16;0.094;0.228;0.126;0.052;0.036;21.674;11.449;4.475;3.045
40.55;41.05;0.435;0.219;0.065;0.039;1.046;0.513;0.153;0.089;0.228;0.123;0.049;0.034;21.63;11.277;4.278;2.9
40.55;41.15;0.423;0.21;0.061;0.037;1.015;0.491;0.142;0.083;0.232;0.121;0.046;0.032;21.774;11.079;4.047;2.747
40.55;41.25;0.388;0.192;0.055;0.034;0.943;0.451;0.126;0.077;0.243;0.12;0.043;0.029;22.064;10.801;3.742;2.511
40.55;41.35;0.528;0.215;0.05;0.031;1.296;0.504;0.113;0.071;0.323;0.131;0.04;0.027;31.132;12.385;3.377;2.27
40.55;41.45;0.786;0.281;0.046;0.029;1.91;0.643;0.105;0.065;0.469;0.154;0.035;0.024;46.528;15.95;3.024;2.056
40.55;41.55;0.709;0.253;0.043;0.027;1.719;0.587;0.098;0.062;0.455;0.144;0.033;0.022;45.427;14.633;2.855;1.942
40.55;41.65;0.414;0.181;0.042;0.027;1.008;0.419;0.094;0.06;0.274;0.112;0.032;0.021;25.636;10.588;2.758;1.871
40.55;41.75;0.31;0.148;0.04;0.026;0.744;0.337;0.091;0.058;0.211;0.097;0.031;0.021;18.775;8.645;2.679;1.815
40.55;41.85;0.273;0.132;0.04;0.026;0.645;0.301;0.089;0.058;0.185;0.088;0.03;0.02;16.042;7.746;2.606;1.779
40.55;41.95;0.262;0.126;0.04;0.026;0.615;0.287;0.089;0.059;0.172;0.084;0.029;0.02;14.896;7.306;2.573;1.772
40.55;42.05;0.271;0.127;0.041;0.027;0.631;0.29;0.091;0.06;0.168;0.082;0.029;0.02;14.717;7.171;2.585;1.792
40.65;36.15;0.299;0.142;0.041;0.025;0.689;0.315;0.091;0.057;0.136;0.059;0.018;0.012;13.224;5.75;1.808;1.194
40.65;36.25;0.301;0.144;0.042;0.026;0.695;0.319;0.093;0.058;0.138;0.06;0.019;0.012;13.351;5.825;1.865;1.242
40.65;36.35;0.299;0.143;0.042;0.026;0.69;0.316;0.093;0.058;0.137;0.061;0.019;0.013;13.26;5.81;1.888;1.265
40.65;36.45;0.293;0.139;0.041;0.025;0.674;0.308;0.09;0.057;0.135;0.06;0.02;0.013;12.955;5.716;1.888;1.276
40.65;36.55;0.282;0.133;0.039;0.024;0.647;0.295;0.086;0.055;0.131;0.06;0.02;0.014;12.45;5.567;1.89;1.295
40.65;36.65;0.261;0.123;0.036;0.022;0.599;0.271;0.08;0.051;0.125;0.06;0.021;0.014;11.627;5.339;1.892;1.323
40.65;36.75;0.229;0.109;0.033;0.021;0.523;0.239;0.074;0.048;0.121;0.06;0.022;0.016;10.602;5.095;1.937;1.389
40.65;36.85;0.207;0.098;0.031;0.021;0.464;0.214;0.069;0.046;0.119;0.062;0.024;0.017;10.08;5.03;1.992;1.441
40.65;36.95;0.189;0.089;0.03;0.02;0.424;0.196;0.066;0.045;0.122;0.065;0.026;0.019;9.968;5.148;2.093;1.524
40.65;37.05;0.177;0.084;0.03;0.021;0.398;0.184;0.066;0.047;0.131;0.072;0.03;0.021;10.464;5.629;2.355;1.725
40.65;37.15;0.171;0.082;0.031;0.022;0.383;0.18;0.068;0.049;0.137;0.077;0.032;0.023;10.866;5.958;2.553;1.891
40.65;37.25;0.17;0.083;0.033;0.024;0.381;0.181;0.071;0.052;0.145;0.082;0.035;0.025;11.355;6.311;2.744;2.004
40.65;37.35;0.173;0.085;0.035;0.025;0.387;0.187;0.076;0.055;0.152;0.087;0.037;0.027;11.89;6.684;2.898;2.113
40.65;37.45;0.178;0.089;0.037;0.027;0.4;0.197;0.08;0.058;0.16;0.092;0.04;0.028;12.514;7.127;3.085;2.25
40.65;37.55;0.186;0.095;0.04;0.029;0.419;0.21;0.086;0.063;0.169;0.099;0.042;0.03;13.239;7.613;3.315;2.426
40.65;37.65;0.196;0.102;0.043;0.032;0.443;0.226;0.095;0.07;0.18;0.106;0.046;0.033;14.102;8.151;3.619;2.663
40.65;37.75;0.209;0.111;0.048;0.035;0.476;0.247;0.105;0.077;0.191;0.113;0.05;0.036;14.995;8.712;3.894;2.827
40.65;37.85;0.227;0.122;0.053;0.039;0.52;0.274;0.115;0.084;0.203;0.12;0.053;0.038;15.983;9.334;4.142;3.005
40.65;37.95;0.251;0.137;0.059;0.043;0.579;0.309;0.13;0.095;0.217;0.128;0.057;0.04;17.211;10.108;4.455;3.241
40.65;38.05;0.285;0.157;0.067;0.049;0.659;0.355;0.151;0.11;0.234;0.139;0.061;0.043;18.82;10.981;4.888;3.584
40.65;38.15;0.332;0.185;0.079;0.057;0.782;0.422;0.178;0.13;0.258;0.152;0.066;0.047;21.101;12.164;5.461;3.97
40.65;38.25;0.418;0.23;0.098;0.072;0.998;0.533;0.222;0.162;0.292;0.168;0.074;0.053;24.597;14.064;6.18;4.516
40.65;38.35;0.519;0.289;0.12;0.087;1.265;0.675;0.279;0.205;0.339;0.193;0.082;0.058;29.687;16.633;7.276;5.317
40.65;38.45;0.671;0.359;0.144;0.105;1.665;0.853;0.328;0.238;0.429;0.229;0.092;0.064;39.75;20.902;8.229;5.84
40.65;38.55;0.846;0.432;0.162;0.115;2.099;1.031;0.377;0.27;0.53;0.272;0.103;0.069;50.083;25.488;9.274;6.369
40.65;38.65;0.753;0.431;0.18;0.127;1.914;1.055;0.423;0.299;0.516;0.285;0.112;0.075;46.929;26.213;10.5;7.006
40.65;38.75;0.99;0.562;0.219;0.148;2.476;1.363;0.519;0.342;0.682;0.353;0.129;0.082;63.281;34.038;12.469;7.913
40.65;38.85;1.151;0.666;0.264;0.172;2.918;1.639;0.621;0.408;0.814;0.426;0.15;0.091;74.735;41.68;15.077;9.186
40.65;38.95;1.256;0.722;0.292;0.184;3.165;1.771;0.685;0.432;0.909;0.472;0.164;0.098;96.819;54.298;16.72;9.878
40.65;39.05;1.21;0.707;0.281;0.184;3.079;1.734;0.658;0.434;0.86;0.458;0.161;0.1;78.726;44.61;16.25;10.129
40.65;39.15;1.071;0.613;0.26;0.18;2.695;1.52;0.619;0.428;0.783;0.414;0.157;0.101;70.943;39.421;15.438;10.181
40.65;39.25;1.091;0.627;0.268;0.184;2.741;1.555;0.634;0.435;0.798;0.428;0.161;0.103;72.062;40.574;15.886;10.36
40.65;39.35;1.137;0.67;0.308;0.196;2.882;1.644;0.732;0.456;0.819;0.446;0.18;0.105;86.061;50.779;18.307;10.581
40.65;39.45;1.107;0.657;0.297;0.189;2.812;1.613;0.698;0.441;0.797;0.44;0.172;0.102;79.923;46.91;17.394;10.305
40.65;39.55;0.922;0.543;0.231;0.158;2.325;1.326;0.555;0.374;0.672;0.369;0.145;0.091;60.333;34.224;13.886;8.924
40.65;39.65;0.736;0.418;0.179;0.125;1.816;1.01;0.422;0.296;0.53;0.293;0.118;0.08;47.381;26.453;11.031;7.57
40.65;39.75;0.525;0.307;0.14;0.102;1.299;0.742;0.321;0.231;0.414;0.239;0.104;0.072;35.537;20.911;9.101;6.393
40.65;39.85;0.476;0.267;0.117;0.085;1.167;0.635;0.271;0.198;0.369;0.215;0.092;0.065;31.897;18.528;8.064;5.733
40.65;39.95;0.436;0.238;0.105;0.077;1.063;0.565;0.236;0.172;0.335;0.196;0.084;0.06;29.027;16.619;7.394;5.339
40.65;40.05;0.402;0.22;0.096;0.071;0.971;0.518;0.219;0.159;0.304;0.177;0.079;0.056;25.929;15.026;6.706;4.923
40.65;40.15;0.436;0.235;0.095;0.067;1.06;0.556;0.218;0.154;0.289;0.168;0.075;0.054;25.238;14.519;6.387;4.626
40.65;40.25;0.537;0.275;0.095;0.063;1.285;0.643;0.221;0.146;0.292;0.166;0.072;0.051;27.423;14.953;6.212;4.356
40.65;40.35;0.53;0.276;0.091;0.058;1.278;0.648;0.214;0.132;0.279;0.159;0.068;0.048;26.449;14.508;5.949;4.109
40.65;40.45;0.519;0.269;0.087;0.054;1.251;0.634;0.205;0.122;0.268;0.153;0.065;0.045;25.565;13.917;5.7;3.922
40.65;40.55;0.506;0.261;0.083;0.051;1.221;0.617;0.196;0.115;0.258;0.147;0.062;0.043;24.744;13.371;5.484;3.775
40.65;40.65;0.491;0.252;0.079;0.048;1.186;0.597;0.187;0.11;0.249;0.141;0.059;0.041;23.92;12.85;5.287;3.585
40.65;40.75;0.476;0.243;0.077;0.046;1.149;0.576;0.179;0.106;0.241;0.136;0.057;0.04;23.139;12.375;5.022;3.412
40.65;40.85;0.461;0.235;0.074;0.044;1.114;0.557;0.171;0.102;0.235;0.131;0.055;0.038;22.457;11.948;4.772;3.25
40.65;40.95;0.448;0.227;0.071;0.042;1.082;0.537;0.164;0.097;0.23;0.127;0.053;0.037;21.94;11.599;4.553;3.1
40.65;41.05;0.437;0.221;0.067;0.04;1.053;0.52;0.157;0.092;0.228;0.124;0.05;0.034;21.683;11.349;4.347;2.953
40.65;41.15;0.429;0.215;0.063;0.038;1.03;0.502;0.147;0.086;0.232;0.122;0.047;0.032;21.849;11.183;4.12;2.798
40.65;41.25;0.419;0.205;0.057;0.035;1.01;0.477;0.132;0.08;0.245;0.121;0.043;0.03;22.745;11.085;3.826;2.573
40.65;41.35;0.48;0.209;0.052;0.032;1.186;0.489;0.118;0.074;0.3;0.126;0.039;0.027;28.55;11.866;3.403;2.296
40.65;41.45;0.75;0.271;0.047;0.03;1.827;0.625;0.108;0.068;0.448;0.15;0.036;0.024;44.395;15.438;3.102;2.107
40.65;41.55;0.785;0.276;0.045;0.028;1.89;0.634;0.102;0.064;0.493;0.153;0.034;0.023;49.085;15.847;2.957;2.01
40.65;41.65;0.488;0.204;0.043;0.028;1.196;0.47;0.098;0.062;0.317;0.122;0.033;0.022;30.609;11.774;2.853;1.945
40.65;41.75;0.341;0.16;0.042;0.027;0.827;0.368;0.094;0.06;0.23;0.103;0.032;0.022;20.927;9.353;2.773;1.895
40.65;41.85;0.291;0.14;0.041;0.027;0.689;0.319;0.092;0.06;0.196;0.093;0.031;0.021;17.129;8.178;2.713;1.857
40.65;41.95;0.274;0.132;0.041;0.027;0.645;0.301;0.092;0.06;0.181;0.088;0.03;0.021;15.692;7.653;2.68;1.843
40.65;42.05;0.277;0.131;0.042;0.028;0.647;0.298;0.093;0.062;0.174;0.085;0.03;0.021;15.221;7.436;2.679;1.857
40.75;36.15;0.304;0.145;0.042;0.025;0.702;0.321;0.093;0.058;0.138;0.06;0.019;0.012;13.452;5.835;1.843;1.219
40.75;36.25;0.307;0.147;0.043;0.026;0.711;0.326;0.096;0.06;0.14;0.061;0.019;0.013;13.648;5.944;1.914;1.276
40.75;36.35;0.306;0.147;0.043;0.027;0.708;0.325;0.096;0.06;0.14;0.062;0.02;0.013;13.601;5.952;1.94;1.308
40.75;36.45;0.3;0.144;0.042;0.026;0.693;0.318;0.094;0.059;0.138;0.062;0.02;0.014;13.326;5.876;1.95;1.329
40.75;36.55;0.29;0.137;0.04;0.025;0.667;0.305;0.09;0.057;0.135;0.062;0.021;0.014;12.848;5.747;1.967;1.369
40.75;36.65;0.272;0.128;0.038;0.024;0.624;0.285;0.084;0.054;0.13;0.062;0.022;0.015;12.091;5.53;1.969;1.39
40.75;36.75;0.247;0.116;0.035;0.022;0.564;0.255;0.078;0.051;0.124;0.062;0.023;0.016;11.172;5.303;1.989;1.425
40.75;36.85;0.217;0.103;0.032;0.021;0.491;0.226;0.072;0.048;0.122;0.063;0.024;0.017;10.393;5.151;2.027;1.466
40.75;36.95;0.196;0.093;0.031;0.021;0.439;0.204;0.068;0.047;0.123;0.065;0.026;0.019;10.099;5.198;2.112;1.54
40.75;37.05;0.182;0.087;0.031;0.022;0.408;0.19;0.068;0.048;0.13;0.072;0.029;0.021;10.452;5.593;2.338;1.716
